Name,BSE Code,NSE Code,Industry,Current Price,Promoter holding,Sales,Current ratio,Debt to equity,Price to book value,Return on capital employed,Return on equity,Price to Earning,Dividend yield,Market Capitalization,Cash end of last year,High price all time,Dividend Payout
Shalibhadra Fin.,511754,,Finance & Investments,115.40,51.39,20.48,0.85,1.38,1.28,11.99,8.07,16.39,0.43,57.70,1.32,178.40,7.12
Shalimar Agencie,539895,,Finance & Investments,20.65,60.57,0.00,15.38,0.00,2.03,-2.91,-2.91,,0.00,6.20,0.58,36.75,0.00
Shalimar Paints,509874,SHALPAINTS,Paints / Varnishes,96.90,53.10,346.24,1.38,0.59,2.36,-0.74,-20.18,,0.00,526.17,7.70,230.47,0.00
Shalimar Prod.,512499,,Entertainment / Electronic Media Software,0.49,17.21,4.53,8.94,0.00,0.48,0.08,0.06,146.15,0.00,48.23,0.07,10.30,0.00
Shalimar Wires,532455,,Mining / Minerals / Metals,7.79,65.64,97.52,1.14,3.24,1.27,-0.62,-47.81,,0.00,33.31,6.47,42.80,0.00
Shangar Decor,540259,,Miscellaneous,7.79,24.75,1.94,1.25,0.63,1.50,3.57,4.01,,0.64,9.54,0.04,30.16,0.00
Shankar Lal Ram.,542232,,Trading,89.45,73.51,177.57,21.71,0.25,1.91,20.19,16.57,12.50,0.11,95.36,10.85,112.00,1.44
Shankara Build.,540425,SHANKARA,Trading,603.40,56.48,2137.83,2.85,0.32,2.64,7.24,2.71,30.37,0.00,1378.73,15.17,2365.00,0.00
Shantai Indust.,512297,,Trading,39.90,74.40,0.52,64.08,0.00,0.80,-10.75,-12.50,,0.00,5.99,0.58,394.47,0.00
Shanthi Gears,522034,SHANTIGEAR,Auto Ancillaries,164.95,70.47,257.37,2.27,0.00,5.34,11.21,8.60,39.14,0.91,1265.43,2.75,211.35,57.02
Shanti Educat.,539921,,Miscellaneous,109.05,61.22,3.75,2.10,0.06,3.13,1.21,3.87,68.58,0.00,175.57,0.74,190.00,0.00
Shanti Overseas,,SHANTI,Food - Processing - Indian,23.95,74.96,210.44,4.66,1.09,0.91,4.76,0.27,332.50,0.00,26.60,1.70,40.00,0.00
Sharad Fibres,514402,,Textiles - Processing,14.25,66.28,0.95,4.10,0.06,5.27,451.56,,0.42,0.00,6.22,1.17,15.75,0.00
Sharanam Infra,539584,,Construction,1.48,4.61,0.13,3.87,0.02,1.99,0.27,0.00,246.67,0.00,7.40,0.04,2.18,
Sharat Industrie,519397,SHARTSEFOD,Aquaculture,48.85,52.17,251.35,1.34,1.34,1.80,7.80,4.60,39.10,0.00,107.53,4.43,52.35,0.00
Sharda Cropchem,538666,SHARDACROP,Pesticides / Agrochemicals - Indian,319.20,74.82,2629.39,1.88,0.04,1.78,23.17,16.77,12.03,1.57,2879.84,260.53,570.00,19.68
Sharda Ispat,513548,,Steel - Medium / Small,76.00,75.00,105.70,7.43,0.29,1.40,13.59,10.55,9.90,0.00,38.61,0.24,98.50,0.00
Sharda Motor,535602,SHARDAMOTR,Auto Ancillaries,627.10,73.20,2104.63,1.41,0.03,4.33,24.97,15.94,18.29,0.42,1864.47,263.03,755.00,2.34
Shardul Sec.,512393,SHRIYAMSEC,Finance & Investments,73.50,74.84,21.29,9.92,0.00,0.33,6.47,4.83,9.60,0.00,128.63,26.52,619.95,0.00
Share India Sec.,540725,SHAREINDIA,Finance & Investments,793.70,55.87,546.89,1.16,0.42,9.03,35.76,34.10,24.95,0.25,2532.43,307.09,805.00,7.90
Sharika Enterpr.,540786,,Trading,10.99,55.16,49.92,2.08,0.52,1.81,8.67,4.96,37.77,0.00,47.59,0.32,16.99,0.00
Sharp India,523449,KALYANISHP,Electronics - Consumer,61.50,75.00,0.00,0.48,,,,,,0.00,159.53,1.86,117.00,0.00
Sharp Investment,538212,,Finance & Investments,0.73,46.11,0.01,1.49,0.00,0.62,-0.25,-0.25,,0.00,17.67,1.43,36.00,0.00
Shashijit Infra.,540147,,Construction,33.10,72.25,21.75,2.18,0.70,3.07,1.88,-2.14,136.96,0.00,34.24,0.98,36.20,0.00
Sheela Foam,540203,SFL,Textiles - Jute - Yarn / Products,2449.75,72.95,2717.64,1.69,0.29,10.09,23.46,21.39,47.57,0.00,11950.57,58.10,2519.80,0.00
Sheetal Cool,540757,,Food - Processing - Indian,238.65,55.90,231.89,2.94,1.30,4.57,9.23,5.82,83.25,0.00,250.58,4.08,294.95,0.00
Sheetal Diamonds,530525,,Diamond Cutting / Jewellery,21.26,16.87,29.52,1.53,0.04,2.99,11.29,10.96,13.46,0.00,10.63,0.51,50.00,0.00
Shekhawati Poly.,533301,SPYL,Textiles - Processing,0.75,57.49,34.22,0.61,,,-11.63,,,0.00,25.85,0.11,6.97,0.00
Shelter Infra,526839,,Construction,14.61,55.50,2.75,1.55,3.61,1.08,7.44,20.52,7.05,0.00,5.22,1.10,97.00,0.00
Shemaroo Entert.,538685,SHEMAROO,Entertainment / Electronic Media Software,153.65,65.88,299.67,26.09,0.47,0.72,0.75,-3.66,,0.00,417.66,7.34,595.00,0.00
Shervani Indl Sy,526117,,Construction,263.05,60.12,28.95,3.41,0.04,0.53,3.86,5.22,12.08,0.95,71.05,14.99,1195.00,10.21
Sheshadri Indus.,539111,,Textiles - Products,7.06,58.50,33.11,0.21,,,24.85,,,0.00,3.50,1.71,18.15,0.00
Shetron,526137,SHETRON,Packaging,34.10,64.40,196.95,3.25,1.90,0.77,7.00,-4.83,,0.00,30.69,6.81,106.70,0.00
Shilchar Tech.,531201,,Electric Equipment,230.00,65.85,140.04,2.23,0.12,1.32,12.51,8.68,16.11,0.65,87.63,1.98,524.90,10.33
Shilp Gravures,513709,,Mining / Minerals / Metals,119.75,60.80,68.85,2.93,0.04,1.00,13.95,12.29,5.80,1.50,73.65,0.75,180.00,10.59
Shilpa Medicare,530549,SHILPAMED,Pharmaceuticals - Indian - Bulk Drugs,619.70,53.25,915.58,3.85,0.57,3.42,7.75,10.53,80.87,0.18,5052.22,123.11,786.90,6.06
Shine Fashions,543244,,Trading,138.00,71.47,6.88,4.71,0.00,5.80,12.91,6.91,83.96,0.00,19.31,0.04,142.50,0.00
Shish Industries,540693,,Plastics Products,68.50,70.58,40.28,2.61,0.09,5.90,18.07,12.56,39.35,0.00,69.25,0.58,93.10,0.00
Shiv Aum Steels,,SHIVAUM,Trading,56.00,73.53,266.99,33.84,0.79,1.14,6.10,3.25,35.10,0.00,76.16,3.00,59.00,0.00
Shiv Om Invst &,539833,,Finance & Investments,0.45,0.00,1.90,6.68,0.00,0.05,-0.44,-0.44,,0.00,3.15,1.24,13.12,0.00
Shiva Cement,532323,,Cement - South India,41.85,59.46,23.66,0.40,24.93,,-6.72,,,0.00,816.08,7.97,45.60,0.00
Shiva Global,530433,,Fertilizers,64.20,58.40,593.22,8.88,0.62,0.70,12.94,9.10,6.22,0.78,64.16,5.19,120.00,6.30
Shiva Granito,540072,,Mining / Minerals / Metals,1.83,68.22,6.37,12.46,0.39,0.17,3.74,0.00,,0.00,2.42,0.02,30.85,
Shiva Mills,540961,SHIVAMILLS,Textiles - Spinning - Synthetic / Blended,98.30,74.94,165.83,2.60,0.04,0.94,13.58,9.88,5.72,1.02,84.95,3.86,114.45,10.06
Shiva Texyarn,511108,SHIVATEX,Textiles - Cotton/Blended,228.40,74.04,375.23,2.95,0.98,2.39,10.41,8.49,18.09,0.53,296.07,10.04,669.90,12.70
Shivagrico Impl.,522237,,Engineering,16.09,61.56,42.14,6.11,2.94,1.30,4.82,1.63,11.68,0.00,8.06,0.26,18.79,0.00
Shivalik Bimetal,513097,SBCL,Electronics - Components,268.60,60.61,245.52,2.82,0.20,7.39,23.27,19.94,29.11,0.22,1031.50,15.93,292.90,9.02
Shivalik Rasayan,539148,,Pesticides / Agrochemicals - Indian,964.70,52.92,201.96,1.79,0.16,7.42,15.71,9.91,60.34,0.05,1329.28,4.77,1138.00,3.92
Shivam Autotech,532776,SHIVAMAUTO,Auto Ancillaries,33.40,74.80,562.05,1.98,4.32,2.96,5.55,-17.89,,0.00,334.00,61.95,108.15,0.00
Shivansh Finserv,539593,,Finance & Investments,4.87,0.59,2.10,4.83,0.33,0.47,2.16,1.25,304.00,0.00,3.04,5.40,28.80,0.00
Shoppers Stop,532638,SHOPERSTOP,Textiles - Products,271.90,65.46,1898.64,0.90,17.59,24.85,-5.48,-287.15,,0.00,2975.42,42.12,653.25,0.00
Shradha Infrapr.,,SHRADHA,Construction,54.15,74.92,1.22,1.51,2.15,0.96,1.24,2.76,37.38,0.00,57.57,10.41,76.75,0.00
Shree Bhavya,521131,,Textiles - Processing,12.98,47.27,165.73,2.63,2.27,0.42,8.66,0.10,5.96,0.00,12.33,2.14,67.05,0.00
Shree Cement,500387,SHREECEM,Cement - North India,27705.80,62.55,14661.13,1.51,0.14,6.49,19.14,15.92,38.65,0.22,99964.60,708.35,32050.00,9.47
Shree Ganesh Bio,539470,,Pharmaceuticals - Indian - Bulk Drugs & Formln,144.85,0.00,32.62,1.71,0.00,5.00,1.23,0.92,262.45,0.00,288.70,0.02,494.00,0.00
Shree Ganesh Rem,540737,,Pharmaceuticals - Indian - Bulk Drugs & Formln,411.65,68.39,52.78,3.50,0.00,8.24,27.50,21.17,36.68,0.43,411.92,3.47,502.95,17.95
Shree Metalloys,531962,,Trading,27.00,73.07,61.45,31.67,0.42,1.92,5.68,5.41,21.52,0.00,14.20,0.09,47.45,0.00
Shree Mfg. Co.,503863,,Textiles - Cotton/Blended,3.34,74.85,0.00,1.06,,,,,,0.00,2.77,0.04,31.95,0.00
Shree Nidhi Trad,540253,,Finance & Investments,2.49,0.00,0.33,55.50,0.01,0.19,-0.75,-0.76,,0.00,1.94,0.04,31.35,0.00
Shree Pacetronix,527005,,Healthcare,10.80,24.25,7.72,2.93,0.57,0.69,5.30,0.89,194.50,0.00,3.89,0.77,90.20,0.00
Shree Precoated,533110,SHPRE,Construction,39.50,62.90,0.00,0.32,0.00,272.54,1600.00,1600.00,204.38,0.00,16.35,0.03,62.20,0.00
Shree Ram Proti.,,SRPL,Solvent Extraction,33.95,55.61,188.00,9.31,0.95,1.58,5.60,1.84,35.30,0.00,72.72,1.00,45.25,0.00
Shree Rama News.,500356,RAMANEWS,Paper,21.80,74.76,326.07,1.79,1.36,0.98,-5.12,-20.99,,0.00,321.60,0.42,58.30,0.00
Shree Vasu Logis,,SVLL,Miscellaneous,100.10,73.00,66.16,3.18,1.03,3.08,11.37,14.15,23.26,0.00,76.52,0.48,130.00,0.00
Shree Worstex,541358,,Finance & Investments,331.00,71.86,0.51,2.60,0.10,18.14,9.76,9.93,55.58,0.00,103.93,0.06,331.00,0.00
Shreeji Translog,540738,,Miscellaneous,52.20,72.70,107.60,6.90,1.97,2.26,4.63,-4.21,,1.92,54.72,5.45,60.00,-96.33
Shreeoswal Seeds,,OSWALSEEDS,Miscellaneous,39.45,69.98,161.22,5.43,1.30,1.81,11.01,11.61,16.48,0.00,60.14,0.77,50.45,0.00
Shreevatsaa Fin.,532007,,Finance & Investments,7.50,75.00,0.98,5.96,0.00,0.36,3.74,2.93,9.13,0.00,7.58,1.27,10.05,0.00
Shrenik,,SHRENIK,Trading,1.60,60.81,339.02,3.27,2.39,1.33,6.94,-1.81,,0.00,97.92,1.57,37.67,0.00
Shreyans Inds.,516016,SHREYANIND,Paper,131.75,50.53,424.67,1.00,0.29,0.81,5.27,3.99,16.37,2.28,182.08,5.54,245.00,47.27
Shreyas Interm.,526335,,Dyes And Pigments,5.29,66.67,0.00,3.81,0.30,1.67,-4.81,-6.33,,0.00,37.48,0.09,116.50,0.00
Shreyas Shipping,520151,SHREYAS,Shipping,400.35,68.94,638.41,3.76,0.48,2.08,9.81,10.66,9.36,0.50,879.17,8.66,839.70,9.92
Shri Keshav,530977,,Cement - South India,53.80,73.03,92.87,3.89,13.69,4.97,5.58,-49.08,,0.00,64.54,7.52,241.66,0.00
Shri Krishna,531080,,Construction,14.94,54.88,19.43,3.03,0.72,0.60,6.55,5.22,12.49,0.00,41.83,7.70,42.15,0.00
Shri Ram Switch.,,SRIRAM,Electric Equipment,13.40,60.81,9.05,4.79,2.69,0.82,-16.23,-103.26,,0.00,13.41,5.75,32.45,0.00
Shri Venkatesh,543373,,Solvent Extraction,42.15,73.53,235.42,5.99,1.51,1.97,13.13,10.00,21.10,0.00,46.62,0.77,43.90,0.00
Shri.City Union.,532498,SHRIRAMCIT,Finance & Investments,2139.70,34.63,6281.83,10.04,3.43,1.69,11.01,13.46,13.03,1.54,14135.36,5359.51,2650.00,20.48
Shriram AMC,531359,,Finance & Investments,147.75,68.67,4.71,2.12,0.01,1.60,-0.74,-0.92,,0.00,88.65,0.28,224.80,0.00
Shriram EPC,532945,SHRIRAMEPC,Engineering - Turnkey Services,7.85,28.76,522.15,3.12,0.83,0.76,-2.17,-15.36,,0.00,762.65,37.08,377.00,0.00
Shriram Pistons,,SHRIPISTON,Auto Ancillaries,923.00,47.30,1881.55,2.45,0.13,1.80,10.52,7.93,12.53,0.65,2065.20,254.75,2498.40,15.13
Shriram Trans.,511218,SRTRANSFIN,Finance & Investments,1324.65,25.10,17928.21,10.93,4.91,1.64,10.26,12.54,15.16,1.36,35604.42,16441.82,1627.75,18.23
Shristi Infra,511411,PEERABASAN,Construction,57.65,74.95,280.46,1.80,9.03,1.05,0.53,-34.29,,0.00,127.98,14.92,1029.00,0.00
Shubham Polyspin,542019,,Textiles - Products,140.00,72.78,38.51,10.69,0.77,11.41,6.59,3.31,350.64,0.00,154.28,0.34,170.95,0.00
Shubhlaxmi Jewel,,SHUBHLAXMI,Trading,13.00,69.73,29.12,5.41,0.32,0.70,13.00,10.86,6.79,0.00,10.80,0.18,209.50,0.00
Shukra Bullions,531506,,Diamond Cutting / Jewellery,8.26,57.18,0.58,2.09,3.53,1.74,0.09,0.00,,0.00,4.15,0.00,23.60,
Shukra Jewellery,523790,SHUKRADIAM,Diamond Cutting / Jewellery,5.10,42.54,8.64,1.30,0.14,0.20,1.14,0.46,5.01,0.00,6.92,0.05,24.22,0.00
Shukra Pharma.,524632,,Pharmaceuticals - Indian - Formulations,63.70,49.17,13.05,2.56,0.63,0.64,1.35,0.65,32.16,0.00,9.97,0.41,166.00,0.00
Shyam Century,539252,SHYAMCENT,Mining / Minerals / Metals,14.05,54.49,148.52,10.43,0.04,2.65,16.10,17.15,12.12,0.00,312.15,62.44,20.45,0.00
Shyam Metalics,543299,SHYAMMETL,Steel - Medium / Small,363.95,88.35,6297.07,3.34,0.22,2.55,26.67,26.08,11.02,0.74,9283.66,323.78,461.15,12.60
Shyam Telecom,517411,SHYAMTEL,Telecommunications - Equipment,10.25,66.16,0.05,0.57,,,,,,0.00,11.55,1.92,180.80,0.00
Shyamkamal Inv,505515,,Finance & Investments,31.35,2.59,0.00,1.29,0.02,12.93,4.95,1.00,99.96,0.00,25.99,0.01,35.50,0.00
Sibar Auto Parts,520141,,Auto Ancillaries,7.83,49.12,13.11,1.70,0.42,1.18,-10.31,-17.85,,0.00,12.94,0.13,45.80,0.00
Sicagen India,533014,SICAGEN,Trading,25.75,39.85,617.92,4.86,0.20,0.26,1.53,-1.02,18.66,2.33,101.89,35.00,200.00,-74.06
Sical Logistics,520086,SICAL,Miscellaneous,13.85,27.38,440.59,0.22,2.60,,-11.58,,,0.00,81.05,64.62,612.87,0.00
Siddha Ventures,530439,,Finance & Investments,3.02,5.76,0.00,54.16,0.00,0.16,14.73,14.73,1.19,0.00,3.02,0.16,12.50,0.00
Siddhika Coatins,,SIDDHIKA,Trading,85.50,61.34,16.53,4.66,0.02,1.53,7.08,5.13,30.72,0.00,26.42,2.01,92.75,0.00
Siel Fin. Serv.,532217,,Finance & Investments,17.60,75.00,0.00,8.67,,,-35.29,,,0.00,19.97,0.25,37.00,0.00
Siemens,500550,SIEMENS,Electric Equipment,2265.85,75.00,12889.90,1.81,0.02,8.16,11.49,8.29,73.42,0.31,80691.51,5709.60,2318.00,32.42
Sigma Solve,,SIGMA,Computers - Software - Medium / Small,292.55,73.22,21.15,14.83,0.09,,61.29,31.17,39.69,0.17,120.27,10.99,340.30,6.73
Signet Industrie,512131,SIGIND,Trading,47.30,72.52,872.86,2.67,1.38,0.69,12.49,6.47,9.97,1.06,139.24,20.66,745.00,10.54
Sika Interplant,523606,,Engineering,674.40,71.72,83.31,2.23,0.00,4.19,27.15,20.34,22.00,0.59,285.95,29.51,744.00,14.30
Sikko Industries,,SIKKO,Pesticides / Agrochemicals - Indian,34.60,71.43,38.27,2.23,0.35,2.01,15.94,14.43,14.90,0.00,38.75,0.14,34.60,0.00
Sikozy Realtors,524642,,Construction,1.18,0.27,0.17,28.50,0.12,1.51,1.24,0.29,,0.00,5.26,0.01,5.08,0.00
SIL Investments,521194,SILINV,Finance & Investments,346.60,62.75,26.83,51.75,0.00,0.29,2.68,2.02,20.85,0.72,367.40,63.92,581.70,13.05
Silgo Retail,,SILGO,Diamond Cutting / Jewellery,38.45,64.63,31.89,2.48,0.67,1.52,11.37,10.05,17.95,0.00,39.49,0.10,66.70,0.00
Silicon Valley,531738,PRASGLOFIN,Finance & Investments,0.03,2.74,0.03,44.43,2.68,0.39,-7.48,-25.75,,0.00,0.39,0.08,5.05,0.00
Silly Monks,,SILLYMONKS,Entertainment / Electronic Media Software,20.80,43.33,23.10,3.59,0.09,1.53,-37.25,-32.18,,2.40,21.24,1.50,86.02,-9.36
Silver Oak (I),531635,,Breweries & Distilleries,43.25,64.71,1.51,2.02,0.96,1.70,-1.58,-6.08,,0.00,16.39,4.69,54.60,0.00
Silver Touch,,SILVERTUC,Computers - Software - Medium / Small,165.00,74.08,152.22,2.65,0.01,2.57,3.06,1.22,211.35,0.30,209.24,13.27,194.80,63.64
Silveroak Comm,512197,,Trading,4.20,14.45,4.42,0.54,,,-77.32,-3559.09,,0.00,1.16,0.05,15.75,0.00
Simbhaoli Sugar,539742,SIMBHALS,Sugar,30.60,53.34,1233.99,0.68,,,2.38,,,0.00,126.31,59.37,61.45,0.00
Simm. Marshall,507998,,Fasteners,58.00,58.77,159.92,1.97,2.28,1.62,-8.00,-36.34,,0.00,64.96,0.58,154.90,0.00
Simplex Castings,513472,SIMPLEXCAS,Castings & Forgings,46.75,56.54,92.04,2.43,1.64,0.63,7.75,-2.53,15.92,0.00,28.66,5.05,176.60,0.00
Simplex Infra,523838,SIMPLEXINF,Construction,44.90,49.83,2337.99,2.36,3.64,0.20,-1.34,-30.94,,0.00,256.57,46.68,790.00,0.00
Simplex Mills,533018,,Textiles - Cotton/Blended,11.98,72.08,0.00,0.92,,,,,25.64,0.00,3.59,0.05,79.00,0.00
Simplex Papers,533019,,Trading,10.42,72.05,0.00,2.19,,,-13.16,,,0.00,3.13,0.02,79.20,0.00
Simplex Realty,503229,,Construction,75.85,54.88,4.16,35.60,0.01,0.21,0.47,0.36,28.35,0.00,22.68,0.34,403.00,0.00
Simran Farms,519566,,Miscellaneous,110.40,37.32,357.50,1.50,1.61,2.45,59.70,117.18,3.55,0.00,41.84,19.12,184.25,0.00
Sinclairs Hotels,523023,,Hotels,88.80,62.84,18.92,0.49,0.10,2.30,2.75,1.97,118.33,0.90,247.31,0.62,114.00,63.53
Sindhu Trade,532029,,Miscellaneous,384.50,74.97,695.11,2.78,0.70,2.91,4.68,-0.25,31.11,0.00,1976.33,24.32,417.70,0.00
Singer India,505729,SINGER,Engineering,66.45,58.99,436.86,1.62,0.03,4.94,23.11,15.56,28.33,1.50,356.94,15.78,75.90,50.56
Sintercom India,,SINTERCOM,Auto Ancillaries,85.15,67.41,56.31,2.48,0.21,2.10,-1.46,-4.95,,0.00,217.58,8.24,104.80,0.00
Sintex Inds.,502742,SINTEX,Textiles - Spinning - Synthetic / Blended,4.75,4.54,2027.49,0.74,3.47,0.15,-0.93,-35.06,,0.00,284.63,28.10,76.45,0.00
Sintex Plastics,540653,SPTL,Plastics Products,6.05,12.21,950.18,1.00,3.78,0.47,0.00,-56.08,,0.00,384.87,770.85,136.50,0.00
SIP Industries,523164,,Miscellaneous,7.66,,0.00,1.62,2.41,21.07,-28.10,-38.20,,0.00,3.58,0.00,19.08,0.00
Sir Shadi Lal,532879,,Sugar,151.65,56.77,497.09,0.73,0.45,0.24,-0.31,-11.51,,0.00,79.62,8.54,300.00,0.00
Sirca Paints,,SIRCA,Trading,428.10,67.55,163.62,5.28,0.07,5.82,11.28,8.51,60.13,0.35,1173.18,78.81,456.00,24.74
SIS,540673,SIS,Miscellaneous,506.10,72.88,9339.87,1.85,0.74,4.06,30.43,35.45,20.22,0.00,7432.41,1088.04,702.41,0.00
Sita Enterprises,512589,,Finance & Investments,15.50,75.00,0.64,21.94,0.00,0.44,3.18,2.70,14.09,0.00,4.65,0.05,33.95,0.00
Siti Networks,532795,SITINET,Entertainment / Electronic Media Software,2.60,6.10,1518.36,0.29,146.17,,-12.78,,,0.00,226.73,115.06,139.90,0.00
Siyaram Silk,503811,SIYSIL,Textiles - Processing,418.85,67.19,1297.67,2.79,0.18,2.56,3.04,0.51,23.42,1.10,1963.15,13.16,799.00,601.96
SJ Corp,504398,,Diamond Cutting / Jewellery,31.80,70.86,3.74,170.50,0.00,3.21,-2.65,-2.05,,0.00,26.57,0.62,204.00,0.00
SJVN,533206,SJVN,Power Generation And Supply,28.25,86.77,2474.13,1.87,0.17,0.87,15.14,13.17,5.95,7.79,11101.67,1305.94,40.15,52.54
SKF India,500472,SKFINDIA,Bearings,3349.05,52.58,3063.02,2.38,0.01,10.59,22.64,17.11,43.90,0.43,16557.02,500.31,3414.00,24.08
SKIL Infrastr,539861,SKIL,Construction,4.50,56.99,29.86,0.13,9.13,,0.18,,,0.00,97.46,0.54,1960.00,0.00
Skipper,538562,SKIPPER,Engineering,84.15,71.89,1635.44,1.69,0.62,1.22,8.99,2.90,36.53,0.12,863.97,26.29,292.50,4.89
SKM Egg Prod.,532143,SKMEGGPROD,Food - Processing - Indian,81.45,55.16,288.51,4.65,0.49,1.87,14.54,15.24,12.82,1.23,214.46,11.19,225.00,16.13
SKP Securities,531169,,Finance & Investments,68.00,74.99,16.58,2.24,0.04,0.92,17.59,15.15,5.62,0.00,23.15,11.81,99.25,0.00
SKS Textiles,,SKSTEXTILE,Textiles - Products,20.85,71.91,21.59,1.92,1.83,,-110.47,,,0.00,6.80,1.80,151.00,0.00
Sky Industries,526479,,Textiles - Products,92.05,56.56,63.68,3.25,0.56,2.60,9.12,5.08,19.59,1.09,62.49,2.18,165.00,70.00
Skyline Millars,505650,,Construction,10.43,71.67,4.24,187.92,0.00,1.56,10.56,9.31,18.48,0.00,41.95,7.66,27.00,0.00
Skyline Ventures,538919,,Trading,8.50,7.13,1.06,6.48,0.11,0.72,-0.39,-0.85,,0.00,3.37,0.02,171.50,0.00
SM Auto Stamping,543065,,Auto Ancillaries,14.65,73.12,38.93,1.67,0.77,1.55,1.67,-9.57,,0.00,20.93,0.05,18.00,0.00
Smart Finsec,539494,,Finance & Investments,7.65,72.13,27.50,60.29,1.24,3.16,3.94,6.38,12.41,0.00,22.95,0.12,10.06,0.00
Smartlink Hold.,532419,SMARTLINK,Finance & Investments,113.65,69.89,69.52,2.76,0.12,0.59,4.89,5.51,12.93,0.00,113.37,10.57,137.00,0.00
SMC Global Sec.,543263,SMCGLOBAL,Finance & Investments,78.75,62.32,938.90,1.43,0.64,1.15,16.47,13.72,8.75,1.02,890.93,1091.99,109.85,22.65
SMIFS Cap. Mkt.,508905,,Finance & Investments,42.00,45.37,67.56,2.30,0.00,0.23,0.84,0.07,63.46,0.00,23.48,0.97,199.90,0.00
Smiths & Founder,513418,,Castings & Forgings,4.25,28.69,10.23,5.20,1.34,12.21,8.77,8.35,39.05,0.00,43.35,0.01,21.33,0.00
SML ISUZU,505192,SMLISUZU,Automobiles - LCVs / HCVs,610.60,43.96,662.71,1.55,1.02,3.46,-20.28,-41.74,,0.00,883.54,33.12,1670.95,0.00
Smruthi Organic,540686,,Pharmaceuticals - Indian - Bulk Drugs,305.10,63.39,128.05,3.57,0.16,5.77,39.12,33.23,20.97,0.98,349.23,16.14,419.35,20.11
SMS Lifesciences,540679,SMSLIFE,Pharmaceuticals - Indian - Bulk Drugs & Formln,805.90,67.75,278.69,1.30,0.33,1.93,14.37,10.99,17.98,0.19,243.65,8.90,885.80,3.42
SMS Pharma.,532815,SMSPHARMA,Pharmaceuticals - Indian - Bulk Drugs,154.55,67.30,613.29,3.38,0.62,3.19,17.48,16.48,16.55,0.19,1308.30,40.51,199.15,4.06
SMVD Poly Pack,,SMVD,Plastics Products,16.80,65.53,68.31,5.13,1.43,0.39,8.30,2.28,17.02,0.00,8.34,1.23,59.00,0.00
SNL Bearings,505827,,Bearings,253.30,74.39,43.81,5.26,0.00,2.23,20.70,15.76,10.26,1.78,91.44,8.14,473.40,26.17
Snowman Logistic,538635,SNOWMAN,Miscellaneous,42.35,40.25,248.04,4.07,0.53,1.69,3.02,0.01,,0.00,707.62,43.80,134.70,0.00
Sobha,532784,SOBHA,Construction,855.30,51.98,2272.10,1.67,1.26,3.34,12.25,2.56,121.99,0.41,8112.17,204.15,1248.00,53.31
Sofcom Systems,538923,,Computers - Software - Medium / Small,12.06,72.60,0.00,0.30,0.82,1.50,-1.47,-7.49,,0.00,5.01,0.09,80.00,0.00
Softsol India,532344,,Computers - Software - Medium / Small,147.70,72.42,43.31,11.55,0.00,1.60,11.01,9.29,14.40,0.00,248.43,18.99,226.15,0.00
Softtech Enginee,,SOFTTECH,Computers - Software - Medium / Small,128.60,43.39,41.57,5.61,0.46,1.76,7.01,4.05,44.21,0.00,122.02,0.38,133.40,0.00
Solar Industries,532725,SOLARINDS,Chemicals,2529.90,73.15,2849.72,2.63,0.50,14.49,19.84,18.65,69.00,0.24,22893.08,181.20,2847.90,19.65
Solara Active,541540,SOLARA,Pharmaceuticals - Indian - Bulk Drugs & Formln,1508.50,41.07,1674.03,3.16,0.39,3.41,15.50,17.17,23.64,0.46,5420.01,198.54,1859.95,11.36
Solex Energy,,SOLEX,Power Generation And Supply,51.00,70.66,79.62,2.22,0.51,1.73,10.65,7.13,25.03,0.59,40.80,2.07,68.45,8.93
Solid Containers,502460,,Paper,54.80,73.26,0.00,0.82,,,-15.27,,,0.00,24.01,0.13,60.60,0.00
Solid Stone Co,513699,,Miscellaneous,26.55,70.09,19.83,7.72,0.89,0.68,3.48,-3.61,,0.00,14.28,0.49,165.00,0.00
Solis Marketing,538575,,Trading,0.28,6.20,0.00,2.24,0.44,0.16,0.12,0.19,,0.00,0.86,0.13,70.50,0.00
Solitaire Mach.,522152,,Engineering,32.65,45.11,17.30,3.38,0.00,0.97,12.26,9.63,11.76,3.06,14.82,3.15,94.75,31.69
Som Datt Finance,511571,SOMDUTTFIN,Finance & Investments,48.85,69.34,8.17,4.00,0.00,2.60,29.24,26.77,7.29,0.00,48.90,0.06,71.75,0.00
Som Distilleries,507514,SDBL,Breweries & Distilleries,49.35,24.48,299.05,1.32,0.74,1.14,-3.95,-12.65,,0.00,320.71,14.47,161.41,0.00
Soma Textiles,521034,SOMATEX,Textiles - Composite,8.00,63.68,15.49,0.38,,,-11.67,,,0.00,26.43,27.49,64.25,0.00
Somany Ceramics,531548,SOMANYCERA,Ceramics - Tiles / Sanitaryware,825.45,54.77,1810.98,2.42,0.69,5.34,12.62,10.92,36.56,0.29,3498.21,149.05,977.60,17.64
Somany Home Inn.,542905,SHIL,Trading,413.80,51.11,1932.14,1.84,0.57,9.07,21.78,18.20,34.58,0.07,2991.62,7.62,468.80,3.96
Somi Conv.Belt.,533001,SOMICONVEY,Miscellaneous,51.20,59.05,47.87,4.65,0.36,0.96,6.98,2.85,34.46,0.00,60.31,2.94,87.00,0.00
